	A	91	Newport	United States	Best Newport, Rhode Island Rentals: Luxury & Historic Stays		hospitality_search_candidate										fresh:ecf218ca6e576526311f	2026-08-16T18:56:35.600856Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://rentalsnewport.com/		https://rentalsnewport.com/contact								Permissive	Qualification	https://rentalsnewport.com/	Public search evidence; market_id=newport-ri; family=luxury_villa_operator__core; provider=ddgs; rank=2; query="luxury villa rentals" Newport Rhode Island "property management"				fresh:ecf218ca6e576526311f	rentalsnewport.com		best newport rhode island rentals luxury historic stays	Newport	United States	PERMISSIVE	domain:rentalsnewport.com
	A	91	Martha's Vineyard	United States	About Vacation Rental MV		hospitality_search_candidate										fresh:b4351b750806e4b43bab	2026-08-16T18:53:25.214050Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.vacationrentalmv.com/about-vacation-rental-mv/		https://www.vacationrentalmv.com/contact								Permissive	Qualification	https://www.vacationrentalmv.com/about-vacation-rental-mv/	Public search evidence; market_id=marthas-vineyard-ma; family=vacation_rental_manager__core; provider=ddgs; rank=5; query="vacation rental management" Martha's Vineyard Massachusetts villas				fresh:b4351b750806e4b43bab	vacationrentalmv.com		about vacation rental mv	Martha's Vineyard	United States	PERMISSIVE	domain:vacationrentalmv.com
	A	91	Martha's Vineyard	United States	www.marthasvineyardhomerentals.com		hospitality_search_candidate										fresh:788257da2b9022c136a6	2026-08-16T18:53:25.214050Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	http://www.marthasvineyardhomerentals.com/		http://www.marthasvineyardhomerentals.com/contact								Permissive	Qualification	http://www.marthasvineyardhomerentals.com/	Public search evidence; market_id=marthas-vineyard-ma; family=luxury_home_rentals__contact; provider=ddgs; rank=7; query="luxury home rentals" Martha's Vineyard Massachusetts "contact us"				fresh:788257da2b9022c136a6	marthasvineyardhomerentals.com		www marthasvineyardhomerentals com	Martha's Vineyard	United States	PERMISSIVE	domain:marthasvineyardhomerentals.com
	A	91	Martha's Vineyard	United States	Book Direct Martha's Vineyard Rental By Owner		hospitality_search_candidate										fresh:f88429ef294cc987c017	2026-08-16T18:53:25.214050Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.captainmorsehouse.com/booking/bookdirect/		https://www.captainmorsehouse.com/contact								Permissive	Qualification	https://www.captainmorsehouse.com/booking/bookdirect/	Public search evidence; market_id=marthas-vineyard-ma; family=premium_direct_booking__direct; provider=ddgs; rank=3; query="book direct" Martha's Vineyard Massachusetts luxury villas resort "book direct"				fresh:f88429ef294cc987c017	captainmorsehouse.com		book direct martha s vineyard rental by owner	Martha's Vineyard	United States	PERMISSIVE	domain:captainmorsehouse.com
	A	91	Nantucket	United States	Nantucket Property Services		hospitality_search_candidate										fresh:f87cd244076fde44b750	2026-08-16T18:50:09.203273Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.nantucketpropertyservices.com/		https://www.nantucketpropertyservices.com/about								Permissive	Qualification	https://www.nantucketpropertyservices.com/	Public search evidence; market_id=nantucket-ma; family=property_manager_villas__contact; provider=ddgs; rank=6; query="property manager" Nantucket Massachusetts villas rentals "contact us"				fresh:f87cd244076fde44b750	nantucketpropertyservices.com		nantucket property services	Nantucket	United States	PERMISSIVE	domain:nantucketpropertyservices.com
	A	91	Nantucket	United States	Nantucket Villa Rentals		hospitality_search_candidate										fresh:f2e6159faa89cf390a8d	2026-08-16T18:50:09.203273Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.bedroomvillas.com/all/usa/massachusetts/nantucket		https://www.bedroomvillas.com/contact								Permissive	Qualification	https://www.bedroomvillas.com/all/usa/massachusetts/nantucket	Public search evidence; market_id=nantucket-ma; family=villa_rental_company__core; provider=ddgs; rank=3; query="villa rental company" Nantucket Massachusetts				fresh:f2e6159faa89cf390a8d	bedroomvillas.com		nantucket villa rentals	Nantucket	United States	PERMISSIVE	domain:bedroomvillas.com
	A	91	Cape Cod	United States	Cape Cod, MA Secluded Villa Rentals【 PRIVATE 】 Treehouse Rental...		hospitality_search_candidate										fresh:7ca624e0a10029e9277e	2026-08-16T18:44:52.483962Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.treehouserentals.com/all/usa/massachusetts/cape-cod/villas		https://www.treehouserentals.com/contact								Permissive	Qualification	https://www.treehouserentals.com/all/usa/massachusetts/cape-cod/villas	Public search evidence; market_id=cape-cod-ma; family=villa_hosts__core; provider=ddgs; rank=1; query="villa hosts" Cape Cod Massachusetts rentals				fresh:7ca624e0a10029e9277e	treehouserentals.com		cape cod ma secluded villa rentals private treehouse rental	Cape Cod	United States	PERMISSIVE	domain:treehouserentals.com
	A	91	Cape Cod	United States	3Sixty Property Management		hospitality_search_candidate										fresh:84e5f4f3941256224c7f	2026-08-16T18:44:52.483962Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://3sixtycapecod.com/	3sixtycapecod@gmail.com									Permissive	Qualification	https://3sixtycapecod.com/	Public search evidence; market_id=cape-cod-ma; family=local_vacation_manager__contact; provider=ddgs; rank=2; query="local vacation rental management" Cape Cod Massachusetts "contact us" Public business email recovered from first-party website; no inference.				fresh:84e5f4f3941256224c7f	3sixtycapecod.com		3sixty property management	Cape Cod	United States	PERMISSIVE	domain:3sixtycapecod.com
	A	91	Cape Cod	United States	Luxury Cottage Rentals in Cape Cod |𝗩𝗮𝗰𝗮𝘁𝗶𝗼𝗻 𝗖𝗼𝘁𝘁𝗮𝗴...		hospitality_search_candidate										fresh:6cb279edd4eaba8b2d02	2026-08-16T18:41:58.692911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.vacationcottage.com/location/usa/massachusetts/cape-cod/luxury-rentals		https://www.vacationcottage.com/contact								Permissive	Qualification	https://www.vacationcottage.com/location/usa/massachusetts/cape-cod/luxury-rentals	Public search evidence; market_id=cape-cod-ma; family=luxury_vacation_company__no_ota; provider=ddgs; rank=6; query="luxury vacation rentals" Cape Cod Massachusetts company -airbnb -booking -vrbo -tripadvisor				fresh:6cb279edd4eaba8b2d02	vacationcottage.com		luxury cottage rentals in cape cod vacation cottag	Cape Cod	United States	PERMISSIVE	domain:vacationcottage.com
	A	91	Cape Cod	United States	New England Vacations Rentals		hospitality_search_candidate										fresh:60cfcc01299a1c3e8eee	2026-08-16T18:41:58.692911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://newenglandvacationsrentals.com/				https://www.facebook.com/101905191331449/						High	Verified	https://newenglandvacationsrentals.com/	Public search evidence; market_id=cape-cod-ma; family=vacation_rental_group__portfolio; provider=ddgs; rank=6; query="vacation rental group" Cape Cod Massachusetts "our properties"				fresh:60cfcc01299a1c3e8eee	newenglandvacationsrentals.com		new england vacations rentals	Cape Cod	United States	HIGH	domain:newenglandvacationsrentals.com
	A	91	Cape Cod	United States	Cape Cod Rental Property Management		hospitality_search_candidate										fresh:b6363b3241f6073db274	2026-08-16T18:41:58.692911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://foleyvacationrentals.com/property-management/		https://foleyvacationrentals.com/contact								Permissive	Qualification	https://foleyvacationrentals.com/property-management/	Public search evidence; market_id=cape-cod-ma; family=holiday_let_management__core; provider=ddgs; rank=8; query="holiday let management" Cape Cod Massachusetts				fresh:b6363b3241f6073db274	foleyvacationrentals.com		cape cod rental property management	Cape Cod	United States	PERMISSIVE	domain:foleyvacationrentals.com
	A	91	Cape Cod	United States	Cape Cod Vacation Rentals		hospitality_search_candidate										fresh:2b93ede653f62b3019bc	2026-08-16T18:41:58.692911Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://capecodholidays.com/		https://capecodholidays.com/contact								Permissive	Qualification	https://capecodholidays.com/	Public search evidence; market_id=cape-cod-ma; family=holiday_let_management__official; provider=ddgs; rank=5; query="holiday let management" Cape Cod Massachusetts "official site"				fresh:2b93ede653f62b3019bc	capecodholidays.com		cape cod vacation rentals	Cape Cod	United States	PERMISSIVE	domain:capecodholidays.com
	A	91	The Hamptons	United States	Luxury Property Management In The Hamptons		hospitality_search_candidate										fresh:ad44d473a5004dfc55a3	2026-08-16T18:35:30.932396Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://thenewyorkmanagementcompany.com/luxury-property-management-hamptons/		https://thenewyorkmanagementcompany.com/about-us/								Permissive	Qualification	https://thenewyorkmanagementcompany.com/luxury-property-management-hamptons/	Public search evidence; market_id=hamptons-ny; family=property_manager_villas__core; provider=ddgs; rank=1; query="property manager" The Hamptons New York villas rentals				fresh:ad44d473a5004dfc55a3	thenewyorkmanagementcompany.com		luxury property management in the hamptons	The Hamptons	United States	PERMISSIVE	domain:thenewyorkmanagementcompany.com
	A	91	The Hamptons	United States	Hamptons Dave		hospitality_search_candidate										fresh:753bb2b8cb73dd16975f	2026-08-16T18:35:30.932396Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.hamptonsdave.com/		https://www.hamptonsdave.com/contact								Permissive	Qualification	https://www.hamptonsdave.com/	Public search evidence; market_id=hamptons-ny; family=luxury_vacation_company__core; provider=ddgs; rank=3; query="luxury vacation rentals" The Hamptons New York company				fresh:753bb2b8cb73dd16975f	hamptonsdave.com		hamptons dave	The Hamptons	United States	PERMISSIVE	domain:hamptonsdave.com
	A	91	The Hamptons	United States	Airbnb Management in the Hamptons: A Guide to Haus Vacation Rentals		hospitality_search_candidate										fresh:cf8434e11c5312126d51	2026-08-16T18:32:28.963873Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.str.haus/blog/airbnb-management-in-the-hamptons-a-guide-to-haus-vacation-rentals		https://www.str.haus/about/								High	Verified	https://www.str.haus/blog/airbnb-management-in-the-hamptons-a-guide-to-haus-vacation-rentals	Public search evidence; market_id=hamptons-ny; family=short_stay_manager__core; provider=ddgs; rank=8; query="short stay management" The Hamptons New York rentals				fresh:cf8434e11c5312126d51	str.haus		airbnb management in the hamptons a guide to haus vacation rentals	The Hamptons	United States	HIGH	domain:str.haus
	A	91	The Hamptons	United States	Hamptons Rentals		hospitality_search_candidate										fresh:56344bcbc3e2bf39334c	2026-08-16T18:32:28.963873Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.hamptonsrentals.com/		https://www.hamptonsrentals.com/contact								High	Verified	https://www.hamptonsrentals.com/	Public search evidence; market_id=hamptons-ny; family=short_stay_manager__official; provider=ddgs; rank=6; query="short stay management" The Hamptons New York rentals "official site"				fresh:56344bcbc3e2bf39334c	hamptonsrentals.com		hamptons rentals	The Hamptons	United States	HIGH	domain:hamptonsrentals.com
	A	91	The Hamptons	United States	East End LI Hamptons Real Estate		hospitality_search_candidate										fresh:322554ba954fb69d6ed6	2026-08-16T18:32:28.963873Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.eastendli.com/		https://www.eastendli.com/contact/								Permissive	Qualification	https://www.eastendli.com/	Public search evidence; market_id=hamptons-ny; family=vacation_home_agency__contact; provider=ddgs; rank=1; query="vacation home agency" The Hamptons New York "contact us"				fresh:322554ba954fb69d6ed6	eastendli.com		east end li hamptons real estate	The Hamptons	United States	PERMISSIVE	domain:eastendli.com
	A	91	The Hamptons	United States	BLU Real Estate		hospitality_search_candidate										fresh:4ce5368234a93a84af2b	2026-08-16T18:32:28.963873Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.blunyc.com/		https://www.blunyc.com/contact								Permissive	Qualification	https://www.blunyc.com/	Public search evidence; market_id=hamptons-ny; family=short_stay_manager__portfolio; provider=ddgs; rank=6; query="short stay management" The Hamptons New York rentals "our properties"				fresh:4ce5368234a93a84af2b	blunyc.com		blu real estate	The Hamptons	United States	PERMISSIVE	domain:blunyc.com
	A	91	The Hamptons	United States	Hamptons Vacation Property Management		hospitality_search_candidate										fresh:9db6a852eb8e65a5a464	2026-08-16T18:32:28.963873Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://www.absolutepropertycare.com/hamptons-vacation-home-management		https://absolutepropertycare.com/contact								Permissive	Qualification	https://www.absolutepropertycare.com/hamptons-vacation-home-management	Public search evidence; market_id=hamptons-ny; family=vacation_property_management__core; provider=ddgs; rank=1; query="vacation property management" The Hamptons New York				fresh:9db6a852eb8e65a5a464	absolutepropertycare.com		hamptons vacation property management	The Hamptons	United States	PERMISSIVE	domain:absolutepropertycare.com
	A	91	Savannah	United States	Savannah Georgia		hospitality_search_candidate										fresh:5a04b9d56752afb78afd	2026-08-16T18:29:31.177201Z		Canonical queue drain | fit A | GitHub MASTER dedupe passed	https://savannahdreamvacations.com/		https://savannahdreamvacations.com/contact								Permissive	Qualification	https://savannahdreamvacations.com/	Public search evidence; market_id=savannah-ga; family=vacation_rental_group__official; provider=ddgs; rank=7; query="vacation rental group" Savannah Georgia "official site"				fresh:5a04b9d56752afb78afd	savannahdreamvacations.com		savannah georgia	Savannah	United States	PERMISSIVE	domain:savannahdreamvacations.com
